Input,Input_delayed,Liquid_levels,Error,Derivative_error,Integral_error,Valve_Positions
0,0,0,0.028104081367191,0,0,84.7126425111584
0,0,8.68684737731034e-15,0.0281040813671823,-3.66229073509413e-09,6.6667036762058e-08,84.7117568244862
0,0,3.12720937755722e-13,0.0281040813668782,-2.56336950237835e-08,4.00002220570906e-07,84.7073285338263
0,0,8.34716860908465e-12,0.0281040813588438,-1.35479717894415e-07,2.0666781394194e-06,84.6851906476469
0,0,2.11286485355895e-10,0.0281040811559045,-6.84406961973844e-07,1.0400057708816e-05,84.5745903452844
0,0,5.28395200039924e-09,0.028104076083239,-3.42148351225719e-06,5.20669524458051e-05,84.0238108757243
0,0,1.30710054249196e-07,0.0281039506571367,-1.69198359097203e-05,0.000260401040490148,81.3247012104119
0,0,3.09483240568688e-06,0.0281009865347853,-7.99713343619263e-05,0.00130202528138673,69.1082301119257
0,0,1.33604620203921e-05,0.045282177916531,0.320129045156128,0.00280994661187049,100
0,0,1.73234253361097e-05,0.0452782149532153,-0.000274737093516911,0.00346309469507925,100
0,0,1.732342533611e-05,0.0452782149532153,-0.0078125,0.00346309469507929,99.9999999999999
0,0,5.47618438697845e-05,-0.0179412335307017,-0.738756971115936,0.00733635214448533,0
0,0,0.000110269114889412,-0.0180399096985506,-0.000986761678489593,0.00553944898096852,0
0,0,0.000165244802198268,-0.043634534396281,-0.255946246977304,0.00373270481388247,0
0,0,0.000219692974746264,0.0114300992762678,0.550646336725488,-0.000633475413452627,83.8272927728079
0,0,0.000286791255864579,-0.00222842846266003,-0.136585277389278,0.000506378554539192,12.4394815873369
0,0,0.000366478973982164,-0.0334630135852187,-0.312345851225587,0.000279574724124204,0
0,0,0.000447037542966471,0.0460957514042874,0.795587649895061,-0.00307076106052634,100
0,0,0.00054498476912958,0.0441088517264179,-0.0198689967786949,0.00153421254339457,100
0,0,0.00057681621940942,0.0440770202761381,-0.00120336757145158,0.00270056327607583,100
0,0,0.000576816219409429,0.0440770202761381,-0.0009765625,0.00270056327607614,100
0,0,0.000677282430228479,-0.00364730176374474,-0.648886530608932,0.0059387452186545,0
0,0,0.000823518434928779,-0.017938456842653,-0.142911550789083,0.00556669144513004,0
0,0,0.000968344240906758,0.0482618371379785,0.662002939806315,0.00376559276408186,100
0,0,0.00109674533420795,0.0481334360446773,-0.00158301149362698,0.00767515060311012,100
0,0,0.00109674533420797,0.0481334360446773,-0.00146484375,0.00767515060311081,99.9999999999999
0,0,0.00112991845119131,0.0105285164733192,-1.9909333874148,0.00858398762690343,0
0,0,0.00130777924098791,0.042007997007156,0.314794805338368,0.00962793183988962,81.9173090379858
0,0,0.001496846104696,0.00675455644952331,-0.352534405576327,0.0138194638829178,0
0,0,0.00169522586775976,-0.0203724971038094,-0.271270535533327,0.0144849844480643,0
0,0,0.00189168205078486,-0.0107893463364678,0.0958315076734158,0.0124378959603987,0
0,0,0.00208622942280013,-0.0451298788955824,-0.343405325591146,0.0113492181126498,0
0,0,0.00227888264674296,-0.0368955716976003,0.0823430719798209,0.00682658183814416,0
0,0,0.00246965628020405,-0.0370863453310614,-0.00190773633461122,0.00312747038383759,0
0.6,0,0.00246965628020408,0.594837465961179,44467685016598.1,0.00312747038383706,100
0.6,0,0.00246965628020413,0.594837465961179,-0.00390625,0.00312747038385397,100
0.6,0,0.00267673016358803,0.638126780760656,0.432893147994894,0.0626011500755922,100
0.6,0,0.00291805243920824,0.581690051330906,-0.564367294297497,0.126402046057452,100
0.6,0,0.00319329195555259,0.605206772359349,0.23516721028443,0.18455757048532,100
0.6,0,0.00350212010189125,0.576378820453648,-0.288279519057011,0.245063084856647,100
0.6,0,0.00384421079002953,0.555123706161005,-0.212551142926437,0.302684138203376,100
0.6,0,0.00421924043618872,0.569560955595264,0.144372494342598,0.358178030486795,100
0.6,0,0.0046268879430142,0.619127812690569,0.495668570953042,0.415114014155109,100
0.6,0,0.00506683468170976,0.640186713947525,0.210589012569558,0.477005065926358,100
0.6,0,0.00553876447429746,0.570853047067167,-0.693336668803578,0.541000406045957,0
0.6,0,0.00595946079276401,0.5704323507487,-0.00485752130599773,0.59042214652735,0
0.6,0,0.00595946079276415,0.5704323507487,-0.00390625,0.590422146527367,6.76436684443615e-12
0.6,0.6,0.00602420165926675,0.611152375727727,3.04044146758214,0.598061399392659,100
0.6,0.6,0.00608919109604415,0.61108738629095,-0.00485256525835725,0.606246006468202,100
0.6,0.6,0.00622087302188304,0.610955704365111,-0.00491614614747751,0.622612590434608,100
0.6,0.6,0.00649102810337466,0.61068554928362,-0.00504291631002356,0.655335025146258,100
0.6,0.6,0.00652313653684815,0.580213006674397,-4.87529568212311,0.659151953130411,9.0366477421293
0.6,0.6,0.00668393608003962,0.580052207131206,-0.00514525701817574,0.677282253912243,14.999121510976
0.6,0.6,0.00703805258271373,0.567320898822144,-0.18518803834636,0.717147520518468,0
0.6,0.6,0.00726598164935034,0.567092969755507,-0.0051501882848741,0.742250083981422,0
0.6,0.6,0.00726598164935048,0.567092969755507,-0.00390625,0.742250083981438,6.99884594723699e-12
0.6,0.6,0.00755189973773008,0.543344361708865,-0.426033315000294,0.773853884441701,0
0.6,0.6,0.00783671198262246,0.543059549463973,-0.00510933123347178,0.804133880818495,0
0.6,0.6,0.00806171988504972,0.605404413042388,1.40871803127833,0.828162787685121,100
0.6,0.6,0.00858469439662956,0.616711417043329,0.11307004000941,0.88867734093919,100
0.6,0.6,0.00913879566684552,0.542606175711742,-0.741052413315865,0.950321035686564,0
0.6,0.6,0.00970555123438187,0.568028408688061,0.254222329763192,1.00455326876418,35.8196983435473
0.6,0.6,0.0102736650786383,0.56439075142297,-0.0363765726509168,1.06132777648369,33.0211613341206
0.6,0.6,0.0108499773005866,0.573998165224058,0.0960741380108864,1.11773810085736,71.1045014663963
0.6,0.6,0.0114400133525681,0.631291398352566,0.572932331285081,1.17510857249139,100
0.6,0.6,0.0120544640934999,0.57478206409637,-0.565093342561959,1.23820724263436,5.20260255584584
0.6,0.6,0.0126830989643354,0.548846188178124,-0.259358759182455,1.29565401068778,0
0.6,0.6,0.0133087387922352,0.609420264531346,0.605740763532221,1.35050729554917,100
0.6,0.6,0.0139463322973784,0.592412527137513,-0.170077373938337,1.41141769303586,79.5594990506175
0.6,0.6,0.0146095736357873,0.558740948576594,-0.336715785609183,1.47062595610503,0
0.6,0.6,0.0152402715207215,0.55811025069166,-0.00670165576637405,1.52317976445767,0
0.6,0.6,0.0152402715207218,0.55811025069166,-0.005859375,1.5231797644577,1.36637368086667e-11
0.6,0.6,0.015279542550074,0.586947280949458,4.89655821696821,1.52646649672757,88.4488462109813
0.6,0.6,0.015318846750551,0.586907976748981,-0.00667389478343323,1.52992305728582,87.5908995113571
0.6,0.6,0.0153977166569411,0.586829106842591,-0.00669609673314589,1.53683548269895,85.942174212302
0.6,0.6,0.015556472456242,0.58667035104329,-0.00673922562941477,1.55065753659046,82.8972906652116
0.6,0.6,0.0158778296727537,0.586348993826778,-0.00682084937762636,1.57829034865073,77.7010342240189
0.6,0.6,0.0159581209665896,0.610264435665526,2.0508336057816,1.58512748828691,100
0.6,0.6,0.0163653083361923,0.609857248295923,-0.00698355102164954,1.6206981325873,100
0.6,0.6,0.0166626021810513,0.605846713788608,-0.096191195739482,1.64611895274839,100
0.6,0.6,0.0168249846618371,0.605684331307823,-0.0072243852973038,1.65973474485386,100
0.6,0.6,0.0168249846618375,0.605684331307822,-0.0078125,1.6597347448539,99.9999999999989
0.6,0.6,0.0173958329029864,0.596677669166387,-0.116180510281133,1.70666719002504,62.0107214128458
0.6,0.6,0.0179789235467508,0.596094578522623,-0.00752151767979011,1.75290089112735,60.4961452190916
0.6,0.6,0.0181496258737738,0.615199654084678,0.84998348544813,1.76629738961867,100
0.6,0.6,0.0187710007549876,0.614578279203464,-0.00772623041143099,1.8157493862015,100
0.6,0.6,0.018771000754988,0.614578279203464,-0.0078125,1.81574938620154,99.9999999999995
0.6,0.6,0.0189250442435966,0.58242321745518,-1.64258141109239,1.82777882267877,0.0178666524030149
0.6,0.6,0.0190794779598795,0.582268783738897,-0.00788895862175449,1.83917878785567,4.75800692514775
0.6,0.6,0.0193876953199772,0.5819605663788,-0.00787235475141695,1.86196965996252,13.0663204058134
0.6,0.6,0.0197120859492674,0.540522285395401,-1.00402393114577,1.8859817602703,0
0.6,0.6,0.0204938564998408,0.538585333335778,-0.0193695205962262,1.93999483475914,0
0.6,0.6,0.0212677947136653,0.622675772531576,0.840904391957981,1.99381460616576,100
0.6,0.6,0.0220521265878306,0.537482564178548,-0.851932083530281,2.05604320458488,0
0.6,0.6,0.02284668070128,0.576701029824313,0.392184656457644,2.10975166639431,89.8692053669792
0.6,0.6,0.0236487212438406,0.574722082391899,-0.0197894743241312,2.16738185209599,73.8598020126877
0.6,0.6,0.0244703295381217,0.593626376345665,0.18904293953765,2.22481312392955,100
0.6,0.6,0.0253143425256769,0.526021446272532,-0.676049300731326,2.28413379341304,0
0.6,0.6,0.0261679488609253,0.574434382640787,0.484129363682549,2.33669318560058,100
0.6,0.6,0.0263231341476207,0.574279197354091,-0.00851817681456201,2.34715689596883,100
0.6,0.6,0.0263231341476212,0.574279197354091,-0.0078125,2.34715689596886,99.9999999999887
0.6,0.6,0.0270304901500404,0.596355059127672,0.269935902113629,2.3940937097489,100
0.6,0.6,0.0277551116519564,0.595630437625756,-0.00886041780913441,2.44283523395635,100
0.6,0.6,0.0279190274575715,0.613007683054418,0.953843320220309,2.4536850173433,100
0.6,0.6,0.0288348512059096,0.526388723798105,-0.86618959256312,2.51494022069074,0
0.6,0.6,0.0297595189753755,0.612865573503385,0.864768497052796,2.56753278133919,100
0.6,0.6,0.0306929874783708,0.569236303042555,-0.436292704608298,2.62877288980179,20.9070232499414
0.6,0.6,0.0316397509921802,0.579946034205652,0.107097311630974,2.68564918596386,68.7105978645482
0.6,0.6,0.0325944900213995,0.589697329949791,0.0975129574413883,2.74359617267968,96.5806890121002
0.6,0.6,0.0335679894243891,0.525050266377398,-0.646470635723931,2.80251741770293,0
0.6,0.6,0.0345472618931154,0.562477998737426,0.374277323600282,2.85497339728516,65.1172939019105
0.6,0.6,0.0355281477538754,0.56802726975101,0.0554927101358473,2.9111722610003,81.2090392423249
0.6,0.6,0.0365244871189684,0.519377517498252,-0.486497522527579,2.96792531726247,0
0.6,0.6,0.0375241786175672,0.607467423011146,0.88089905512894,3.01981299892101,100
0.6,0.6,0.0385318134623471,0.535316760319132,-0.721506626920133,3.08050957690092,0
0.6,0.6,0.0395472395369922,0.533432305787573,-0.0188445453155895,3.13399039454801,0
0.6,0.6,0.0398594508579334,0.533120094466632,-0.0100859824571866,3.15049794268786,0
0.6,0.6,0.039859450857934,0.533120094466632,-0.009765625,3.15049794268789,1.21147536447097e-11
0.6,0.6,0.040552703512873,0.526665566461688,-0.0934828812992721,3.18728328002951,0
0.6,0.6,0.0406760091864443,0.526542260788116,-0.0100109532610317,3.19376950036934,0
0.6,0.6,0.0406760091864449,0.526542260788116,-0.009765625,3.19376950036937,1.4210854715202e-13
0.6,0.6,0.041364759761014,0.525853510213547,-0.00997538288747647,3.2301008264979,14.2049093750909
0.6,0.6,0.0415501651570056,0.595913297283042,3.75899626742005,3.23989990228386,100
0.6,0.6,0.0424320822620027,0.595031380178044,-0.0100580257385929,3.29211280428139,100
0.6,0.6,0.0425575680476272,0.605855661825038,0.878802852401741,3.29944107869238,100
0.6,0.6,0.0431908776027508,0.605222352269914,-0.0102834398003775,3.33673347920226,100
0.6,0.6,0.0435908563446056,0.537563613536207,-1.76127578473399,3.35997519506105,0
0.6,0.6,0.0446315988525858,0.518543687971845,-0.190199255643623,3.41367942941119,0
