Time,Input,Liquid_levels,Feedback,Valve_Positions
998.93 sec,0.7,0.700036457,-3.65E-05,35.19151467
1010.4 sec,0.7,0.700031797,-3.18E-05,35.19222913
1020.1 sec,0.7,0.700010649,-1.06E-05,35.19547121
1030.2 sec,0.7,0.700004685,-4.69E-06,35.19638546
1042.8 sec,0.7,0.700007079,-7.08E-06,35.19601846
1057.1 sec,0.7,0.700024203,-2.42E-05,35.19339324
1067.4 sec,0.7,0.700011058,-1.11E-05,35.19540855
1077.6 sec,0.7,0.700005052,-5.05E-06,35.19632928
1090.1 sec,0.7,0.700007233,-7.23E-06,35.19599493
1104.2 sec,0.7,0.700022687,-2.27E-05,35.19362566
1117 sec,0.7,0.700039161,-3.92E-05,35.19110006
1127.4 sec,0.7,0.700019206,-1.92E-05,35.19415936
1137.1 sec,0.7,0.700006491,-6.49E-06,35.19610859
1148.3 sec,0.7,0.70000502,-5.02E-06,35.19633417
1162 sec,0.7,0.700012779,-1.28E-05,35.19514461
1175.9 sec,0.7,0.700036377,-3.64E-05,35.19152699
1187.3 sec,0.7,0.700031717,-3.17E-05,35.19224132
1197 sec,0.7,0.700010645,-1.06E-05,35.1954719
1207.2 sec,0.7,0.700004694,-4.69E-06,35.19638414
1219.7 sec,0.7,0.700007093,-7.09E-06,35.19601634
1234 sec,0.7,0.700024193,-2.42E-05,35.19339478
1244.3 sec,0.7,0.700011061,-1.11E-05,35.195408
1254.5 sec,0.7,0.700005057,-5.06E-06,35.19632846
1267 sec,0.7,0.700007237,-7.24E-06,35.19599434
1281.1 sec,0.7,0.700022671,-2.27E-05,35.19362822
1293.9 sec,0.7,0.700039116,-3.91E-05,35.19110703
1304.3 sec,0.7,0.7000192,-1.92E-05,35.19416024
1314 sec,0.7,0.700006496,-6.50E-06,35.19610793
1325.2 sec,0.7,0.700005024,-5.02E-06,35.19633353
1338.9 sec,0.7,0.700012779,-1.28E-05,35.19514468
1352.8 sec,0.7,0.700036343,-3.63E-05,35.1915322
1364.3 sec,0.7,0.700031694,-3.17E-05,35.19224486
1373.9 sec,0.7,0.700010646,-1.06E-05,35.19547173
1384.1 sec,0.7,0.700004698,-4.70E-06,35.19638361
1396.7 sec,0.7,0.700007097,-7.10E-06,35.19601582
1411 sec,0.7,0.700024183,-2.42E-05,35.19339628
1421.2 sec,0.7,0.700011062,-1.11E-05,35.19540784
1431.5 sec,0.7,0.70000506,-5.06E-06,35.196328
1443.9 sec,0.7,0.700007239,-7.24E-06,35.19599392
1458 sec,0.7,0.700022663,-2.27E-05,35.19362935
1470.9 sec,0.7,0.70003909,-3.91E-05,35.19111105
1481.3 sec,0.7,0.700019195,-1.92E-05,35.19416102
1490.9 sec,0.7,0.700006498,-6.50E-06,35.19610763
1502.2 sec,0.7,0.700005027,-5.03E-06,35.19633313
1515.8 sec,0.7,0.70001278,-1.28E-05,35.19514451
1529.7 sec,0.7,0.700036325,-3.63E-05,35.19153487
1541.2 sec,0.7,0.700031679,-3.17E-05,35.19224722
1550.8 sec,0.7,0.700010645,-1.06E-05,35.19547179
1561 sec,0.7,0.700004699,-4.70E-06,35.19638333
1573.6 sec,0.7,0.700007099,-7.10E-06,35.19601542
1587.9 sec,0.7,0.70002418,-2.42E-05,35.19339676
1598.1 sec,0.7,0.700011063,-1.11E-05,35.19540774
1608.4 sec,0.7,0.700005062,-5.06E-06,35.1963278
1620.9 sec,0.7,0.70000724,-7.24E-06,35.19599376
1635 sec,0.7,0.700022659,-2.27E-05,35.19362992
1647.8 sec,0.7,0.700039079,-3.91E-05,35.19111276
1658.2 sec,0.7,0.700019193,-1.92E-05,35.19416129
1667.8 sec,0.7,0.700006499,-6.50E-06,35.19610748
1679.1 sec,0.7,0.700005028,-5.03E-06,35.19633297
1692.8 sec,0.7,0.70001278,-1.28E-05,35.19514449
1706.6 sec,0.7,0.700036317,-3.63E-05,35.19153609
1718.1 sec,0.7,0.700031673,-3.17E-05,35.19224815
1727.8 sec,0.7,0.700010645,-1.06E-05,35.19547178
1738 sec,0.7,0.7000047,-4.70E-06,35.1963832
1750.5 sec,0.7,0.7000071,-7.10E-06,35.19601528
1764.8 sec,0.7,0.700024178,-2.42E-05,35.19339706
1775.1 sec,0.7,0.700011063,-1.11E-05,35.1954077
1785.3 sec,0.7,0.700005062,-5.06E-06,35.1963277
1797.8 sec,0.7,0.700007241,-7.24E-06,35.19599367
1811.9 sec,0.7,0.700022658,-2.27E-05,35.19363018
1824.7 sec,0.7,0.700039073,-3.91E-05,35.19111364
1835.1 sec,0.7,0.700019192,-1.92E-05,35.19416145
1844.8 sec,0.7,0.700006499,-6.50E-06,35.19610741
1856 sec,0.7,0.700005028,-5.03E-06,35.19633289
1869.7 sec,0.7,0.70001278,-1.28E-05,35.19514446
1883.6 sec,0.7,0.700036313,-3.63E-05,35.19153669
1895.1 sec,0.7,0.700031669,-3.17E-05,35.19224865
1904.7 sec,0.7,0.700010645,-1.06E-05,35.19547179
1914.9 sec,0.7,0.700004701,-4.70E-06,35.19638314
1927.5 sec,0.7,0.700007101,-7.10E-06,35.1960152
1941.7 sec,0.7,0.700024178,-2.42E-05,35.19339719
1952 sec,0.7,0.700011063,-1.11E-05,35.19540767
1962.3 sec,0.7,0.700005063,-5.06E-06,35.19632766
1974.7 sec,0.7,0.700007241,-7.24E-06,35.19599363
1988.8 sec,0.7,0.700022657,-2.27E-05,35.19363031
2001.7 sec,0.7,0.70003907,-3.91E-05,35.19111404
2012 sec,0.7,0.700019192,-1.92E-05,35.19416151
2021.7 sec,0.7,0.700006499,-6.50E-06,35.19610738
2033 sec,0.7,0.700005029,-5.03E-06,35.19633285
2046.6 sec,0.7,0.70001278,-1.28E-05,35.19514445
2060.5 sec,0.7,0.700036311,-3.63E-05,35.19153697
2072 sec,0.7,0.700031668,-3.17E-05,35.19224887
2081.6 sec,0.7,0.700010645,-1.06E-05,35.19547179
2091.8 sec,0.7,0.700004701,-4.70E-06,35.19638311
2104.4 sec,0.7,0.700007101,-7.10E-06,35.19601516
2118.7 sec,0.7,0.700024177,-2.42E-05,35.19339725
2128.9 sec,0.7,0.700011064,-1.11E-05,35.19540766
2139.2 sec,0.7,0.700005063,-5.06E-06,35.19632763
2151.6 sec,0.7,0.700007241,-7.24E-06,35.19599361
2165.7 sec,0.7,0.700022657,-2.27E-05,35.19363037
2178.6 sec,0.7,0.700039069,-3.91E-05,35.19111424
2189 sec,0.7,0.700019192,-1.92E-05,35.19416155
2198.6 sec,0.7,0.700006499,-6.50E-06,35.19610736
2209.9 sec,0.7,0.700005029,-5.03E-06,35.19633283
2223.5 sec,0.7,0.70001278,-1.28E-05,35.19514445
2237.4 sec,0.7,0.700036311,-3.63E-05,35.19153711
2248.9 sec,0.7,0.700031667,-3.17E-05,35.19224899
2258.6 sec,0.7,0.700010645,-1.06E-05,35.19547179
2268.8 sec,0.7,0.700004701,-4.70E-06,35.1963831
2281.3 sec,0.7,0.700007101,-7.10E-06,35.19601514
2295.6 sec,0.7,0.700024177,-2.42E-05,35.19339728
2305.9 sec,0.7,0.700011064,-1.11E-05,35.19540766
2316.1 sec,0.7,0.700005063,-5.06E-06,35.19632762
2328.6 sec,0.7,0.700007242,-7.24E-06,35.19599361
2342.7 sec,0.7,0.700022656,-2.27E-05,35.1936304
2355.5 sec,0.7,0.700039068,-3.91E-05,35.19111433
2365.9 sec,0.7,0.700019192,-1.92E-05,35.19416156
2375.6 sec,0.7,0.7000065,-6.50E-06,35.19610735
2386.8 sec,0.7,0.700005029,-5.03E-06,35.19633282
2400.5 sec,0.7,0.70001278,-1.28E-05,35.19514444
2414.4 sec,0.7,0.70003631,-3.63E-05,35.19153717
2425.8 sec,0.7,0.700031667,-3.17E-05,35.19224904
2435.5 sec,0.7,0.700010645,-1.06E-05,35.19547179
2445.7 sec,0.7,0.700004701,-4.70E-06,35.19638309
2458.2 sec,0.7,0.700007101,-7.10E-06,35.19601513
2472.5 sec,0.7,0.700024177,-2.42E-05,35.19339729
2482.8 sec,0.7,0.700011064,-1.11E-05,35.19540766
2493.1 sec,0.7,0.700005063,-5.06E-06,35.19632762
2505.5 sec,0.7,0.700007242,-7.24E-06,35.1959936
2519.6 sec,0.7,0.700022656,-2.27E-05,35.19363041
2532.4 sec,0.7,0.700039068,-3.91E-05,35.19111438
2542.8 sec,0.7,0.700019192,-1.92E-05,35.19416157
2552.5 sec,0.7,0.7000065,-6.50E-06,35.19610735
2563.8 sec,0.7,0.700005029,-5.03E-06,35.19633282
2577.4 sec,0.7,0.70001278,-1.28E-05,35.19514444
2591.3 sec,0.7,0.70003631,-3.63E-05,35.1915372
2602.8 sec,0.7,0.700031667,-3.17E-05,35.19224906
2612.4 sec,0.7,0.700010645,-1.06E-05,35.19547179
2622.6 sec,0.7,0.700004701,-4.70E-06,35.19638309
2635.2 sec,0.7,0.700007101,-7.10E-06,35.19601513
2649.5 sec,0.7,0.700024177,-2.42E-05,35.1933973
2659.7 sec,0.7,0.700011064,-1.11E-05,35.19540766
2670 sec,0.7,0.700005063,-5.06E-06,35.19632762
2682.4 sec,0.7,0.700007242,-7.24E-06,35.1959936
2696.5 sec,0.7,0.700022656,-2.27E-05,35.19363042
2709.4 sec,0.7,0.700039068,-3.91E-05,35.1911144
2719.8 sec,0.7,0.700019192,-1.92E-05,35.19416157
2729.4 sec,0.7,0.7000065,-6.50E-06,35.19610735
2740.7 sec,0.7,0.700005029,-5.03E-06,35.19633282
2754.3 sec,0.7,0.70001278,-1.28E-05,35.19514444
2768.2 sec,0.7,0.70003631,-3.63E-05,35.19153722
2779.7 sec,0.7,0.700031667,-3.17E-05,35.19224907
2789.3 sec,0.7,0.700010645,-1.06E-05,35.19547179
2799.5 sec,0.7,0.700004701,-4.70E-06,35.19638309
2812.1 sec,0.7,0.700007101,-7.10E-06,35.19601513
2826.4 sec,0.7,0.700024177,-2.42E-05,35.1933973
2836.7 sec,0.7,0.700011064,-1.11E-05,35.19540766
2846.9 sec,0.7,0.700005063,-5.06E-06,35.19632761
2859.4 sec,0.7,0.700007242,-7.24E-06,35.1959936
2873.5 sec,0.7,0.700022656,-2.27E-05,35.19363042
2886.3 sec,0.7,0.700039068,-3.91E-05,35.19111441
2896.7 sec,0.7,0.700019192,-1.92E-05,35.19416158
2906.4 sec,0.7,0.7000065,-6.50E-06,35.19610735
2917.6 sec,0.7,0.700005029,-5.03E-06,35.19633281
2931.3 sec,0.7,0.70001278,-1.28E-05,35.19514444
2945.1 sec,0.7,0.70003631,-3.63E-05,35.19153722
2956.6 sec,0.7,0.700031666,-3.17E-05,35.19224908
2966.3 sec,0.7,0.700010645,-1.06E-05,35.19547179
2976.5 sec,0.7,0.700004701,-4.70E-06,35.19638309
2989 sec,0.7,0.700007101,-7.10E-06,35.19601513
3003.3 sec,0.7,0.700024177,-2.42E-05,35.19339731
3013.6 sec,0.7,0.700011064,-1.11E-05,35.19540766
3023.8 sec,0.7,0.700005063,-5.06E-06,35.19632761
3036.3 sec,0.7,0.700007242,-7.24E-06,35.1959936
3050.4 sec,0.7,0.700022656,-2.27E-05,35.19363042
3063.2 sec,0.7,0.700039068,-3.91E-05,35.19111441
3073.6 sec,0.7,0.700019192,-1.92E-05,35.19416158
3083.3 sec,0.7,0.7000065,-6.50E-06,35.19610735
3094.5 sec,0.7,0.700005029,-5.03E-06,35.19633281
3108.2 sec,0.7,0.70001278,-1.28E-05,35.19514444
3122.1 sec,0.7,0.70003631,-3.63E-05,35.19153723
3133.6 sec,0.7,0.700031666,-3.17E-05,35.19224908
3143.2 sec,0.7,0.700010645,-1.06E-05,35.19547179
3153.4 sec,0.7,0.700004701,-4.70E-06,35.19638309
3166 sec,0.7,0.700007101,-7.10E-06,35.19601513
3180.3 sec,0.7,0.700024177,-2.42E-05,35.19339731
3190.5 sec,0.7,0.700011064,-1.11E-05,35.19540766
3200.8 sec,0.7,0.700005063,-5.06E-06,35.19632761
3213.2 sec,0.7,0.700007242,-7.24E-06,35.1959936
3227.3 sec,0.7,0.700022656,-2.27E-05,35.19363042
3240.2 sec,0.7,0.700039068,-3.91E-05,35.19111442
3250.6 sec,0.7,0.700019192,-1.92E-05,35.19416158
3260.2 sec,0.7,0.7000065,-6.50E-06,35.19610735
3271.5 sec,0.7,0.700005029,-5.03E-06,35.19633281
3285.1 sec,0.7,0.70001278,-1.28E-05,35.19514444
3299 sec,0.7,0.70003631,-3.63E-05,35.19153723
3310.5 sec,0.7,0.700031666,-3.17E-05,35.19224908
3320.1 sec,0.7,0.700010645,-1.06E-05,35.19547179
3330.3 sec,0.7,0.700004701,-4.70E-06,35.19638308
3342.9 sec,0.7,0.700007101,-7.10E-06,35.19601513
3357.2 sec,0.7,0.700024177,-2.42E-05,35.19339731
3367.4 sec,0.7,0.700011064,-1.11E-05,35.19540766
3377.7 sec,0.7,0.700005063,-5.06E-06,35.19632761
3390.2 sec,0.7,0.700007242,-7.24E-06,35.1959936
3404.3 sec,0.7,0.700022656,-2.27E-05,35.19363042
3417.1 sec,0.7,0.700039068,-3.91E-05,35.19111442
3427.5 sec,0.7,0.700019192,-1.92E-05,35.19416158
3437.1 sec,0.7,0.7000065,-6.50E-06,35.19610735
3448.4 sec,0.7,0.700005029,-5.03E-06,35.19633281
3462 sec,0.7,0.70001278,-1.28E-05,35.19514444
3475.9 sec,0.7,0.70003631,-3.63E-05,35.19153723
3487.4 sec,0.7,0.700031666,-3.17E-05,35.19224908
3497.1 sec,0.7,0.700010645,-1.06E-05,35.19547179
3507.3 sec,0.7,0.700004701,-4.70E-06,35.19638308
3519.8 sec,0.7,0.700007101,-7.10E-06,35.19601513
3534.1 sec,0.7,0.700024177,-2.42E-05,35.19339731
3544.4 sec,0.7,0.700011064,-1.11E-05,35.19540765
3554.6 sec,0.7,0.700005063,-5.06E-06,35.19632761
3567.1 sec,0.7,0.700007242,-7.24E-06,35.1959936
3581.2 sec,0.7,0.700022656,-2.27E-05,35.19363042
3594 sec,0.7,0.700039068,-3.91E-05,35.19111442
3604.4 sec,0.7,0.700019192,-1.92E-05,35.19416158
3614.1 sec,0.7,0.7000065,-6.50E-06,35.19610735
3625.3 sec,0.7,0.700005029,-5.03E-06,35.19633281
3639 sec,0.7,0.70001278,-1.28E-05,35.19514444
3652.9 sec,0.7,0.70003631,-3.63E-05,35.19153723
3664.4 sec,0.7,0.700031666,-3.17E-05,35.19224908
3674 sec,0.7,0.700010645,-1.06E-05,35.19547179
3684.2 sec,0.7,0.700004701,-4.70E-06,35.19638308
3696.7 sec,0.7,0.700007101,-7.10E-06,35.19601513
3711 sec,0.7,0.700024177,-2.42E-05,35.19339731
3721.3 sec,0.7,0.700011064,-1.11E-05,35.19540765
3731.6 sec,0.7,0.700005063,-5.06E-06,35.19632761
3744 sec,0.7,0.700007242,-7.24E-06,35.1959936
3758.1 sec,0.7,0.700022656,-2.27E-05,35.19363042
3770.9 sec,0.7,0.700039068,-3.91E-05,35.19111442
3781.3 sec,0.7,0.700019192,-1.92E-05,35.19416158
3791 sec,0.7,0.7000065,-6.50E-06,35.19610735
3802.3 sec,0.7,0.700005029,-5.03E-06,35.19633281
3815.9 sec,0.7,0.70001278,-1.28E-05,35.19514444
3829.8 sec,0.7,0.70003631,-3.63E-05,35.19153723
3841.3 sec,0.7,0.700031666,-3.17E-05,35.19224908
3850.9 sec,0.7,0.700010645,-1.06E-05,35.19547179
3861.1 sec,0.7,0.700004701,-4.70E-06,35.19638308
3873.7 sec,0.7,0.700007101,-7.10E-06,35.19601513
3888 sec,0.7,0.700024177,-2.42E-05,35.19339731
3898.2 sec,0.7,0.700011064,-1.11E-05,35.19540765
3908.5 sec,0.7,0.700005063,-5.06E-06,35.19632761
3920.9 sec,0.7,0.700007242,-7.24E-06,35.1959936
3935 sec,0.7,0.700022656,-2.27E-05,35.19363042
3947.9 sec,0.7,0.700039068,-3.91E-05,35.19111442
3958.3 sec,0.7,0.700019192,-1.92E-05,35.19416158
3967.9 sec,0.7,0.7000065,-6.50E-06,35.19610735
3979.2 sec,0.7,0.700005029,-5.03E-06,35.19633281
3992.8 sec,0.7,0.70001278,-1.28E-05,35.19514444
4006.7 sec,0.7,0.70003631,-3.63E-05,35.19153723
4018.2 sec,0.7,0.700031666,-3.17E-05,35.19224908
4027.9 sec,0.7,0.700010645,-1.06E-05,35.19547179
4038 sec,0.7,0.700004701,-4.70E-06,35.19638308
4050.6 sec,0.7,0.700007101,-7.10E-06,35.19601513
4064.9 sec,0.7,0.700024177,-2.42E-05,35.19339731
4075.2 sec,0.7,0.700011064,-1.11E-05,35.19540765
4085.4 sec,0.7,0.700005063,-5.06E-06,35.19632761
4097.9 sec,0.7,0.700007242,-7.24E-06,35.1959936
4112 sec,0.7,0.700022656,-2.27E-05,35.19363042
4124.8 sec,0.7,0.700039068,-3.91E-05,35.19111442
4135.2 sec,0.7,0.700019192,-1.92E-05,35.19416158
4144.9 sec,0.7,0.7000065,-6.50E-06,35.19610735
4156.1 sec,0.7,0.700005029,-5.03E-06,35.19633281
4169.8 sec,0.7,0.70001278,-1.28E-05,35.19514444
4183.7 sec,0.7,0.70003631,-3.63E-05,35.19153723
4195.1 sec,0.7,0.700031666,-3.17E-05,35.19224909
4204.8 sec,0.7,0.700010645,-1.06E-05,35.19547179
4215 sec,0.7,0.700004701,-4.70E-06,35.19638308
4227.5 sec,0.7,0.700007101,-7.10E-06,35.19601513
4241.8 sec,0.7,0.700024177,-2.42E-05,35.19339731
4252.1 sec,0.7,0.700011064,-1.11E-05,35.19540765
4262.3 sec,0.7,0.700005063,-5.06E-06,35.19632761
4274.8 sec,0.7,0.700007242,-7.24E-06,35.1959936
4288.9 sec,0.7,0.700022656,-2.27E-05,35.19363042
4301.7 sec,0.7,0.700039068,-3.91E-05,35.19111442
4312.1 sec,0.7,0.700019192,-1.92E-05,35.19416158
4321.8 sec,0.7,0.7000065,-6.50E-06,35.19610735
4333 sec,0.7,0.700005029,-5.03E-06,35.19633281
4346.7 sec,0.7,0.70001278,-1.28E-05,35.19514444
4360.6 sec,0.7,0.70003631,-3.63E-05,35.19153723
4372.1 sec,0.7,0.700031666,-3.17E-05,35.19224909
4381.7 sec,0.7,0.700010645,-1.06E-05,35.19547179
4391.9 sec,0.7,0.700004701,-4.70E-06,35.19638308
4404.5 sec,0.7,0.700007101,-7.10E-06,35.19601513
4418.8 sec,0.7,0.700024177,-2.42E-05,35.19339731
4429 sec,0.7,0.700011064,-1.11E-05,35.19540765
4439.3 sec,0.7,0.700005063,-5.06E-06,35.19632761
4451.7 sec,0.7,0.700007242,-7.24E-06,35.1959936
4465.8 sec,0.7,0.700022656,-2.27E-05,35.19363042
4478.7 sec,0.7,0.700039068,-3.91E-05,35.19111442
4489.1 sec,0.7,0.700019192,-1.92E-05,35.19416158
4498.7 sec,0.7,0.7000065,-6.50E-06,35.19610735
4510 sec,0.7,0.700005029,-5.03E-06,35.19633281
4523.6 sec,0.7,0.70001278,-1.28E-05,35.19514444
4537.5 sec,0.7,0.70003631,-3.63E-05,35.19153723
4549 sec,0.7,0.700031666,-3.17E-05,35.19224909
4558.6 sec,0.7,0.700010645,-1.06E-05,35.19547179
4568.8 sec,0.7,0.700004701,-4.70E-06,35.19638308
4581.4 sec,0.7,0.700007101,-7.10E-06,35.19601513
4595.7 sec,0.7,0.700024177,-2.42E-05,35.19339731
4605.9 sec,0.7,0.700011064,-1.11E-05,35.19540765
4616.2 sec,0.7,0.700005063,-5.06E-06,35.19632761
4628.7 sec,0.7,0.700007242,-7.24E-06,35.1959936
4642.8 sec,0.7,0.700022656,-2.27E-05,35.19363042
4655.6 sec,0.7,0.700039068,-3.91E-05,35.19111442
4666 sec,0.7,0.700019192,-1.92E-05,35.19416158
4675.6 sec,0.7,0.7000065,-6.50E-06,35.19610735
4686.9 sec,0.7,0.700005029,-5.03E-06,35.19633281
4700.6 sec,0.7,0.70001278,-1.28E-05,35.19514444
4714.4 sec,0.7,0.70003631,-3.63E-05,35.19153723
4725.9 sec,0.7,0.700031666,-3.17E-05,35.19224909
4735.6 sec,0.7,0.700010645,-1.06E-05,35.19547179
4745.8 sec,0.7,0.700004701,-4.70E-06,35.19638308
4758.3 sec,0.7,0.700007101,-7.10E-06,35.19601513
4772.6 sec,0.7,0.700024177,-2.42E-05,35.19339731
4782.9 sec,0.7,0.700011064,-1.11E-05,35.19540765
4793.1 sec,0.7,0.700005063,-5.06E-06,35.19632761
4805.6 sec,0.7,0.700007242,-7.24E-06,35.1959936
4819.7 sec,0.7,0.700022656,-2.27E-05,35.19363042
4832.5 sec,0.7,0.700039068,-3.91E-05,35.19111442
4842.9 sec,0.7,0.700019192,-1.92E-05,35.19416158
4852.6 sec,0.7,0.7000065,-6.50E-06,35.19610735
4863.8 sec,0.7,0.700005029,-5.03E-06,35.19633281
4877.5 sec,0.7,0.70001278,-1.28E-05,35.19514444
4891.4 sec,0.7,0.70003631,-3.63E-05,35.19153723
4902.9 sec,0.7,0.700031666,-3.17E-05,35.19224909
4912.5 sec,0.7,0.700010645,-1.06E-05,35.19547179
4922.7 sec,0.7,0.700004701,-4.70E-06,35.19638308
4935.3 sec,0.7,0.700007101,-7.10E-06,35.19601513
4949.5 sec,0.7,0.700024177,-2.42E-05,35.19339731
4959.8 sec,0.7,0.700011064,-1.11E-05,35.19540765
4970.1 sec,0.7,0.700005063,-5.06E-06,35.19632761
4982.5 sec,0.7,0.700007242,-7.24E-06,35.1959936
4996.6 sec,0.7,0.700022656,-2.27E-05,35.19363042
5009.5 sec,0.7,0.700039068,-3.91E-05,35.19111442
5019.8 sec,0.7,0.700019192,-1.92E-05,35.19416158
5029.5 sec,0.7,0.7000065,-6.50E-06,35.19610735
5040.8 sec,0.7,0.700005029,-5.03E-06,35.19633281
5054.4 sec,0.7,0.70001278,-1.28E-05,35.19514444
5068.3 sec,0.7,0.70003631,-3.63E-05,35.19153723
5079.8 sec,0.7,0.700031666,-3.17E-05,35.19224909
5089.4 sec,0.7,0.700010645,-1.06E-05,35.19547179
5099.6 sec,0.7,0.700004701,-4.70E-06,35.19638308
5112.2 sec,0.7,0.700007101,-7.10E-06,35.19601513
5126.5 sec,0.7,0.700024177,-2.42E-05,35.19339731
5136.7 sec,0.7,0.700011064,-1.11E-05,35.19540765
5147 sec,0.7,0.700005063,-5.06E-06,35.19632761
5159.4 sec,0.7,0.700007242,-7.24E-06,35.1959936
5173.5 sec,0.7,0.700022656,-2.27E-05,35.19363042
5186.4 sec,0.7,0.700039068,-3.91E-05,35.19111442
5196.8 sec,0.7,0.700019192,-1.92E-05,35.19416158
5206.4 sec,0.7,0.7000065,-6.50E-06,35.19610735
5217.7 sec,0.7,0.700005029,-5.03E-06,35.19633281
5231.3 sec,0.7,0.70001278,-1.28E-05,35.19514444
5245.2 sec,0.7,0.70003631,-3.63E-05,35.19153723
5256.7 sec,0.7,0.700031666,-3.17E-05,35.19224909
